effectsizeID;studyID;y;v;Author;Intervention_Type;Year;RoB;y0;Comment_y0;Direction_category;Diretion_describe;Instrument;Instrument_cat;Instrument_dik;Instrument_dik_string;Mean_age;Lowest_age;Highest_age;Ungdom13;No_sessions;Gender;Design;Intervent;CntrlVSIntv;AcceptMindfulness;InterventRandomizedN;InterventPreN;InterventPostN;InterventFlwUpN;Control;ControlRandomizedN;ControlPreN;ControlPostN;ControlFlwUpN;ITT;Domain;Informant;InformantOther;InterventPreM;InterventPreSD;ControlPreM;ControlPreSD;InterventPostM;InterventPostSD;ControlPostM;ControlPostSD;InterventFlwUpM;InterventFlwUpSD;ControlFlwUpM;ControlFlwUpSD;InterventEndringSD;ControlEndringSD;FlwUpTime;EStype;EStypeOther;Effect_endring_;Effect_endring_innad_Intervensjon;Effect_endring_innad_Control;Effect_post_adj_baseline;Effect_post_crude;stat_sig_05;ESlowCI;EShighCI;PTSD;DiagSpec;TreatEl;Accept;AffWorkMemTrain;AltActEmAvoid;AskNeed;AwareEmPhy;BehavActiv;duplicate;ChallNegAssump;CoachSkillVal;CognDis;CognFlex;CommSkillTrain;ComplMood;Dilemma;CopeStressBehav;Depress;SoluNotHurt;DiscDilemm;DiscSelfC;DiscChall;DistAlarm;Distract;Downreg;EmDysreg;EmMan;EncourTeachEm;EnhancEmRecogn;EstabCop;EstabRout;EvalConc;ExplorTemp;ExplorThought;ExposEm;FocusEat;FocusSleep;FocusMind;FollowRules;FuncAdapt;FysRelax;Restruct;IdentFeel;InterrAlarm;AvoidSelfHarm;BehavMod;PersFin;AssessGoal;AssistReg;DevelAct;Lifestyle;BalanceSchoolRecr;KeepFriend;MentHealthSkill;Mindful;MindfExerc;NormExp;OrgSkill;SkillTrain;PhysExerc;PractAwar;ProblSolvU;PsychEd;RecognOthFeel;RecognTrigg;RestructRat;SayNo;SelfEstW;SelfExplorMon;SelfMon;SelfShooth;SetGoal;SlowBreath;SocSkillTrain;SocSuppPR;StratManStrong;Stress;StressInoc;TakDist;TeachAlarmAdapt;TeachRecognTrigg;TeachCognFlex;TeachFamSupp;TrainThought;TrainBehavReg;TrainCognSkill;TrainEmRecogn;TrainPrevMal;UndDevTemp;Unspec;UpregPos;ValTrain;OLifestyle;OMindful;OOrgSkills;OParSkillsTr;OParSuppGr;OProblSolvSk;OPsyched;OSelfExMon;OSocSkillsTr;OStressMan;OTrBehavReg;OTrCognFlex;OTrEmRecDiff;OTrPrevMal;OTrALRM;studieTrim;Other_measure;Measure_short_post;Measure_mid_post;Indicated;sub_anxiety_depr;Behavior_problems;Identified;OCD;elementPTSD;Suicidal;Bipolar;BorderlinePD;Ext_problems;ODD;ADHD;Anxiety;Depression;D_clinicians;D_psychologists;D_PhD;D_para;D_professional;D_doc_student;D_computer;D_audio;Psychoeducation;Individual_therapy;Family_therapy;Family_skills;Telephone_coaching;Group_interaction;Instruction_1on1;Multifamily;Child_parent;Work_shop;Role_play_child;Invivo_coaching;Unstructured_pay;Homework;Homework_reviewed;Parental_obs;Peer_feedback_child;Observing_peers;Reward_based;Important_others;Watch_video;I_normal;I_intensive;Sessions_1;Sessions_2;Sessions_3;Sessions_4;Duration_individual;Duration_short;Duration_long;Home;Hospital;School;Service_agency;Residential_facilities;Info_material;Edu_material;Org_material;Diary;Web_based_app;Media_clipps;Computer_prog;Arts_activity;Videobased;Vignette_discussion;Bug_in_ear;Presentation;Feeling_board;Feeling_dictionary;Element_repeat;Feedback_performance;Peer_qritique;Self_monitoring;Ext_monitoring;Regulary_support;Practitioner_influence;Culturally_sensitive;Multicomponent;Flexible;Individualized;Imp_Reminders;Imp_Acess_web;Imp_aduit_feedback;Imp_fidelity_ext;Imp_fidelity_local;Imp_strucutred_manual;Emoreg_effectsize;Intern_effectsize;Ext_effectsize;Time_first_PM_months;Time_last_FU_months;ControlGroup;Emoreg_sig;Intern_sig;Ext_sig
68;24;0,302496991;0,145223751;McIndoo;7;2016;1;0,302496991; ;1;Higher scores indicate higher levels of mindfulness in terms of the scored facets.;FFMQ Five-Facet Mindfulness Questionnaire;4;1;yes;19,2; ; ;2;1;Both boys and girls;1;BA Behavioral activation;1;0;16;16;15;14;WLC Wait-list control condition;14;14;13;12;1;1;2; ;109,93;10,67;109;15,57;113;12,76;108,92;14,29;95,29;13,66;85,58;19,43; ; ;1;2; ; ; ; ; ;0,23;1; ; ;no;no;yes;no;no;no;no;no;yes; ;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;no;42;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;.;.;.;0;1;Waitinglist Control;.;its complicated - more than one measure of emoreg;Not measured
69;24;1,137260366;0,153339296;McIndoo;7;2016;1;-1,137260366; ;2;Higher scores indicate higher levels of rumination;RRS Ruminative Response Scale;6;2;no;19,2; ; ;2;1;Both boys and girls;1;MBT Mindfulness-based therapy;1;1;20;20;18;18;WLC Wait-list control condition;14;14;13;12;1;1;2; ;54,33;11,48;57,5;12,28;43,94;13,46;57,17;8,39;44,67;15,1;57,08;10,53; ; ;1;2; ; ; ; ; ;0,87;1; ; ;no;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;42;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;.;.;.;0;1;Waitinglist Control;.;its complicated - more than one measure of emoreg;Not measured
70;24;0,597225331;0,138231505;McIndoo;7;2016;1;0,597225331; ;1;Higher scores indicate higher levels of mindfulness in terms of the scored facets.;FFMQ Five-Facet Mindfulness Questionnaire;4;1;yes;19,2; ; ;2;1;Both boys and girls;1;MBT Mindfulness-based therapy;1;1;20;20;18;18;WLC Wait-list control condition;14;14;13;12;1;1;2; ;107,67;12,69;109;15,57;119,61;20,06;108,92;14,29;104,78;15,79;85,58;19,43; ; ;1;2; ; ; ; ; ;0,68;1; ; ;no;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;no;42;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;.;.;.;0;1;Waitinglist Control;.;its complicated - more than one measure of emoreg;Not measured
71;25;-0,339572347;0,09902526;Mogoas¸e;11;2013;1;0,339572347; ;2;Higher scores indicate higher levels of rumination;RRS rumination response scale;6;2;no;22,87; ; ;2;47;Both boys and girls;1;Concreteness training (CNT);1;0;21;20;20; ;Wait-list control;21;21;21; ;3;1;2; ;47,6;12,63;41,33;9,06;45,05;12,01;41,2;10,66; ; ; ; ; ; ; ;4; ;0,73; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;40;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;.;.;.;0;0;Waitinglist Control;Not Significant;Not Significant;Not measured
72;25;0,643352602;0,10266664;Mogoas¸e;11;2013;1;-0,643352602; ;2;Higher scores indicate a higher level of irrationality;GE global evaluation subscale (attitude and beliefs scale) measures irrational cognitions;17;2;no;22,87; ; ;2;47;Both boys and girls;1;Concreteness training (CNT);1;0;21;20;20; ;Wait-list control;21;21;21; ;3;1;2; ;40,47;7,42;36,76;9,77;36,4;10,01;42,05;7,43; ; ; ; ; ; ; ;4; ;9,52; ; ; ; ;1; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;40;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;.;.;.;0;0;Waitinglist Control;Not Significant;Not Significant;Not measured
73;26;-0,01;0,0666675;Olson;12;2018;2;0,01;Calculated;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale- Depression;6;2;no;21;18;30;2;3;Both boys and girls;1;Aerobic excersize;1;0;52;34;30; ;Active control (placebo excersize); ; ;30; ;3;1;2; ;32,7;6,6;32,8;7,6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;16;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
74;26;-0,3;0,067416667;Olson;12;2018;2;0,3;Calculated;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale- Brooding;6;2;no;21;18;30;2;3;Both boys and girls;1;Aerobic excersize;1;0;52;34;30; ;Active control (placebo excersize); ; ;30; ;3;1;2; ;12,9;3,3;14,1;4,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;16;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
75;26;-0,15;0,066854167;Olson;12;2018;2;0,15;Calculated;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale- Reflection;6;2;no;21;18;30;2;3;Both boys and girls;1;Aerobic excersize;1;0;52;34;30; ;Active control (placebo excersize); ; ;30; ;3;1;2; ;11,1;3,4;11,7;4,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;16;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
76;27;0,550057925;0,080568543;Payne;2;2019;3;-0,550057925; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale);17;2;no;15; ; ;2; ;Both boys and girls;2;FC (Family connections);1;1; ;62;62; ;Waiting list; ;16;16; ;3;1;2; ;107,9;33,9;104,8;32,4;67,6;28,1;83,6;32,8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;yes;yes;no;no;no;no;no; ;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;yes;no;no;no;no;no;no;yes;no;17;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;1;3;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg
77;28;-0,725577284;0,167700034;Schuppert1;4;2009;3;-0,725577284; ;1;Higher scores indicate a better locus of control;MERLC internal locus of control;12;1;yes;16,14;14;19;2;1;Both boys and girls;1;ERT (Emotion Regulation Training);1;1;23;23;11; ;Treatment as usual;20;19;15; ;3;1;2; ;20,6;5,7;18,4;4,6;17,2;2,8;21,4;7,2; ; ; ; ; ; ; ;4; ; ;0,67;-0,49; ;0,16;1; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;no;19;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;.;.;.;0;6;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
78;29;0,301196346;0,042624763;Schuppert2;4;2012;2;-0,301196346; ;2;Higher score indicate greater dysregulation;LPI-ed Life Problems Inventory emotional dysregulation subscale;17;2;no;16;14;19;2;1;Both boys and girls;1;ERT, Emotion Regulation Training;1;1;54;51;46;37;Treatment as usual;55;55;49; ;1;1;2; ;40,38;10,86;41,77;11,15;32,87;11,61;36,37;11,63;28,36;13,67; ; ; ; ;6;2; ; ;0,67;0,47; ;-0,13;2; ; ;no;no;no;no;no;no;no;no;no; ;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;yes;yes;no;no;yes;yes;yes;no;no;18;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;.;.;Active Control;Significant;Not Significant;Not Significant
79;29;0,158540695;0,042279584;Schuppert2;4;2012;2;0,158540695; ;1;higher score indicates a better locus of control;MERLC-internal locus of control;12;1;yes;16;14;19;2;1;Both boys and girls;1;ERT, Emotion Regulation Training;1;1;54;51;46;38;Treatment as usula;55;55;49; ;1;1;2; ;19,29;5,4;19,74;5,38;21,33;6,54;20,27;6,82;20,16;7,56; ; ; ; ;6;2; ; ;-0,34;-0,09; ;0,16;2; ; ;no;no;no;no;no;no;no;no;no; ;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;yes;yes;no;no;yes;yes;yes;no;no;18;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;.;.;Active Control;Significant;Not Significant;Not Significant
80;30;0,399488733;0,135993187;Schweizer;11;2017;2;0,399488733;BaselineN;1;Higher score = more acceptance, positive refocusing, refocus on planning, positive reappraisal, putting into perspective;CERQ Cognitive Emotion Regulation Questionnaire-Adaptive strategies;12;1;yes;15,43;14;18;2;5;Both boys and girls;1;aWMT;1;0;15;15;15; ;Placebo training;15;15;15; ;2;1;2; ;50,4;9,46;60,13;9,33;62,27;10,96;57,07;14,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;yes;no;yes;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;20;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;Not measured;Not measured
81;30;1,436553008;0,167728076;Schweizer;11;2017;2;-1,436553008;BaselineN;2;Higher score = more self-blaim, other-blaim, ruminition and catastrophizing;CERQ Cognitive Emotion Regulation Questionnaire- Maladaptive strategies;17;2;no;15,43;14;18;2;5;Both boys and girls;1;aWMT;1;0;15;15;15; ;Placebo training;15;15;15; ;2;1;2; ;38,67;6,16;44,07;7,4;22,93;4,04;30,73;6,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;yes;no;yes;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;20;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;Not measured;Not measured
